property_type,location,price,features,neighourhood,bedroom,bathroom,toilet,parking_lot
Luxury And Fully Serviced 3 Bedroom Apartment With A Room Bq,Lekki,4500000,3 Bedrooms3 Bathrooms4 Toilets Save, Shoprite Road,3,3,4,
A Newly Built 2 Bedroom Flat Ground Floor,Yaba,1000000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save, Ebute Metta West,2,2,3,2
Fully Serviced 1 Bedroom Flat,Ajah,900000,1 Bedroom2 Bathrooms2 Toilets2 Parking Spaces Save, Ajah,1,2,2,2
Luxury 3 Bedroom Flat.,Lekki,3000000,3 Bedrooms3 Bathrooms4 Toilets Save, Lagos,3,3,4,
Newly Built 3 Bedroom Flat,Isheri North,1100000,3 Bedrooms3 Bathrooms3 Toilets3 Parking Spaces Save, Isheri North,3,3,3,3
Lovely 3 Bedroom Apartment.,Ikoyi,13000000,3 Bedrooms3 Bathrooms3 Toilets Save, Ikoyi,3,3,3,
2 Bedroom Apartments,Ikoyi,11000000,2 Bedrooms2 Bathrooms2 Toilets Save, Ikoyi,2,2,2,
3 Bedroom Apartments,Ikoyi,15000000,3 Bedrooms3 Bathrooms3 Toilets Save, Ikoyi,3,3,3,
Spacious Three Bedroom Pent Flat With Bq.,Lekki,3000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
Magnificent Brand New 2 Bedroom Flat,Lekki,1500000,2 Bedrooms2 Bathrooms3 Toilets10 Parking Spaces Save, Lekki,2,2,3,10
Fully Service Mini Flat,Victoria Island (VI),1200000,1 Bedroom1 Bathroom2 Toilets1 Parking Space Save, Victoria Island (VI),1,1,2,1
Luxury Claean 2 Bedroom Flat.,Ajah,950000,2 Bedrooms2 Bathrooms3 Toilets8 Parking Spaces Save, Ajah,2,2,3,8
Neatly Maintained Self Service 3 Bedroom Flat,Lekki,3000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki Phase 1,3,3,4,2
3 Bedrooms Luxury Apartment,Ikoyi,7000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
3 Bedrooms Apartment Ideal For A Coporate Tenant,Ikoyi,8000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
Newly Built Room & Parlor Self Contianed,Ikorodu,220000,1 Bedroom1 Bathroom1 Toilet8 Parking Spaces Save, Agric,1,1,1,8
A 3 Bedroom Flat Upstairs Back,Surulere,1300000,3 Bedrooms3 Bathrooms2 Toilets2 Parking Spaces Save, Bode Thomas,3,3,2,2
4 Bedroom Flat,Ketu,650000,4 Bedrooms2 Bathrooms2 Toilets1 Parking Space Save, Alapere,4,2,2,1
Tastefully Finished 3 Bedroom Flats With Breathtaking Ocean Views,Ikoyi,11000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
3 Bedrooms Apartment,Lekki,2800000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki Phase 1,3,3,4,2
Self Contained,Lekki,500000,1 Bedroom1 Bathroom1 Toilet Save, Lekki,1,1,1,
6 Rooms Office Space,Ikeja,1400000,6 Bedrooms2 Bathrooms2 Toilets Save, Oregun,6,2,2,
Brand New 2 Bedroom Flat,Ajah,900000,2 Bedrooms2 Bathrooms3 Toilets9 Parking Spaces Save, Sangotedo,2,2,3,9
Fully Service 3 Bedroom Flat,Lekki,3000000,3 Bedrooms3 Bathrooms4 Toilets Save, Lekki,3,3,4,
Now Letting: 2no. Flats Of 2-bedroom Flat.,Agege,750000,2 Bedrooms2 Bathrooms2 Toilets1 Parking Space Save, Iloro,2,2,2,1
3 Bedrooms Luxury Apartment Ideal For A Coporate Tenant,Ikoyi,12000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
Spacious 3 Bedroom Flat In An Estate,Ikeja,3000000,3 Bedrooms2 Bathrooms3 Toilets Save, Ikeja,3,2,3,
Lovely 3 Bedroom Apartment,Ajah,1000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Sangotedo,3,3,4,2
Fully Service 3 Bedroom Flat,Victoria Island (VI),3000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island (VI),3,3,4,2
One Bedroom Mini Flat (penthouse),Victoria Island (VI),2500000,1 Bedroom1 Bathroom1 Toilet Save, Victoria Island (VI),1,1,1,
Fully Serviced And Furnished 3 Bedroom Flat,Ikeja,2500000,3 Bedrooms3 Bathrooms4 Toilets Save, Ikeja,3,3,4,
Luxury Service 3 Bedroom Flat,Lekki,2800000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
Executive Newly Built Mini Flat,Ikeja,500000,1 Bedroom1 Bathroom2 Toilets Save, Ogba,1,1,2,
A Lovely Luxury Big 2 Bedrooms Flat,Yaba,1200000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save, Yaba,2,2,3,2
Luxury 3 Bedroom Flat With Bq,Victoria Island (VI),6500000,3 Bedrooms3 Bathrooms4 Toilets4 Parking Spaces Save, Victoria Island (VI),3,3,4,4
4 Bedroom Flat Apartment,Ikorodu,300000,4 Bedrooms4 Bathrooms4 Toilets1 Parking Space Save, Igbogbo,4,4,4,1
Brand New 3 Bedroom Flat,Ajah,1500000,3 Bedrooms3 Bathrooms4 Toilets8 Parking Spaces Save, Opposite Eco Bank,3,3,4,8
3 Bedroom Flat Ensuite With Pop Finishing,Agege,1000000,3 Bedrooms4 Toilets Save, Oko-oba,3,4,  ,
Serviced 3bedroom Flat,Ikoyi,8000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
3 Bedroom Service Apartment With A Maids Room,Ikoyi,10000000,3 Bedrooms3 Bathrooms4 Toilets Save, Ikoyi,3,3,4,
Newly Built Room Self Contained,Ikeja,250000,1 Bedroom1 Bathroom1 Toilet500 sqm Total Area Save, Omole Phase 2,1,1,1,50
Nice And Standard Self Contained,Lekki,400000,1 Bedroom Save, Lekki,1, ,,
3 Bedroom Flat,Ojodu,700000,3 Bedrooms2 Bathrooms3 Toilets Save, Ojodu,3,2,3,
Executive Three Bedroom Flat,Magboro,350000,3 Bedrooms4 Bathrooms4 Toilets6 Parking Spaces Save, Magboro,3,4,4,6
Brand New Luxurious 1 Bedroom Flat,Lekki,2500000,1 Bedroom1 Bathroom2 Toilets15 Parking Spaces Save, Lekki Phase 1,1,1,2,15
Brand New Standard 3 Bedroom Flat,Lekki,1400000,3 Bedrooms4 Bathrooms4 Toilets8 Parking Spaces Save, Lekki Expressway,3,4,4,8
3 Bedroom Flat,Ikorodu,400000,3 Bedrooms4 Toilets Save, Ikorodu,3,4,  ,
Renovated Mini Flat All Tiles Floor Big Compound,Ipaja,120000,1 Bedroom1 Bathroom1 Toilet5 Parking Spaces Save, Ipaja,1,1,1,5
Single Block Of Ten (10) Luxury 3 Bedroom Apartments,Ikoyi,12000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Banana Island,3,3,4,2
Block Of 12 Unit Of 4 Bedroom Luxury Apartments (fully Serviced),Victoria Island (VI),10000000,4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save, Victoria Island (VI),4,4,5,3
Luxurious 4 Bedroom Apartment (fully Serviced),Victoria Island (VI),60000,4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save, Victoria Island (VI),4,4,5,3
Fully Furnished 3 Bedroom Apartment With State-of-the-art Facilities,Victoria Island (VI),125000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island (VI),3,3,4,2
Luxury And 'smart' 3 Bedroom Apartment,Ikoyi,18000000,3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save, Banana Island,3,3,4,3
Fully Furnished Upscale 4 Bedroom Apartment,Victoria Island (VI),82000,4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save, Victoria Island (VI),4,4,5,3
Fully Furnished Upscale 5 Bedroom Pent-floor Maisonette,Victoria Island (VI),130000,5 Bedrooms6 Bathrooms7 Toilets3 Parking Spaces Save, Victoria Island (VI),5,6,7,3
Fully Furnished Upscale 2 Bedroom Apartment,Victoria Island (VI),60000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save, Victoria Island (VI),2,2,3,2
Luxury 2 Bedroom Flat With Necessary Facilities,Ikorodu,150000,2 Bedrooms1 Bathroom1 Toilet4 Parking Spaces Save, Agric.,2,1,1,4
Luxury One Bedroom Flat,Victoria Island (VI),1500000,1 Bedroom1 Bathroom1 Toilet1 Parking Space Save, Oniru,1,1,1,1
1 Bedroom Flat (unfurnished),Victoria Island (VI),2500000,1 Bedroom1 Bathroom1 Toilet1 Parking Space Save, Lagos,1,1,1,1
Self Contained,Ajah,350000,1 Bedroom1 Bathroom1 Toilet Save, Sangotedo,1,1,1,
A Lovely Luxury Bigger Room Self Contained,Yaba,400000,1 Bedroom1 Bathroom1 Toilet1 Parking Space Save, Lagos,1,1,1,1
Serviced Brand New 3 Bedrooms Flat,Lekki,3000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
Nice And Standard Self Contained,Lekki,600000,  Save, Idado,,,,
Luxurious 3 Bedroom Penthouse,Eko Atlantic City,80000,3 Bedrooms3 Bathrooms4 Toilets Save, Lagos,3,3,4,
Luxurious 2 Bedroom Flat,Eko Atlantic City,60000,2 Bedrooms2 Bathrooms3 Toilets Save, Lagos,2,2,3,
2 Bedroom Flat (unfurnished),Victoria Island (VI),3500000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save, Victoria Island (VI),2,2,3,2
One Room Self Shared Apartment,Ajah,250000,1 Bedroom1 Bathroom1 Toilet2 Parking Spaces Save, Badore,1,1,1,2
Nice And Standard Self Contained,Lekki,400000,1 Bedroom Save, Agungi,1, ,,
Furnished 3 Bedroom Apartment,Ikoyi,14000000,3 Bedrooms3 Bathrooms4 Toilets Save, Ikoyi,3,3,4,
"A Spacious Room Self In A Duplex Shared Apartment, Only Kitchen Shared",Ajah,200000,1 Bathroom1 Toilet3 Parking Spaces Save, Badore,1,1,1,3
Newly Renovated 3 Bedrooms Apartments.,Gbagada,1000000,3 Bedrooms2 Bathrooms2 Toilets2 Parking Spaces Save, Gbagada,3,2,2,2
Luxury Penthouse 3bedroom Apartment With A Pool And Elevator,Lekki,4000000,3 Bedrooms3 Bathrooms4 Toilets Save, Lekki,3,3,4,
Brand New 2 Bedroom,Lekki,2000000,2 Bedrooms2 Bathrooms3 Toilets Save, Lafiaji,2,2,3,
Luxury 3 Bedroom Flat,Victoria Island (VI),6000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island (VI),3,3,4,2
Luxury 2 Bedrooms Apartment In A Lovely Estate,Victoria Island (VI),3500000,2 Bedrooms2 Bathrooms2 Toilets2 Parking Spaces Save, Victoria Island (VI),2,2,2,2
Luxury 3 Bedroom Flat,Ikeja,3000000,3 Bedrooms3 Bathrooms3 Toilets Save, Ikeja,3,3,3,
Neatly Maintained 3 Bedroom Flat,Lekki,3000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki,3,3,4,2
Luxury 3 Bedroom Flat With All Rooms En-suite,Ikeja,2500000,3 Bedrooms3 Bathrooms4 Toilets Save, Alausa,3,3,4,
Miniflat Bq,Lekki,1000000,1 Bedroom1 Bathroom1 Toilet Save, Lekki,1,1,1,
Brand New 6 Units Of 3 Bedroom Flats,Ajah,15000000,3 Bedrooms4 Bathrooms4 Toilets15 Parking Spaces Save, Ajah,3,4,4,15
3 Bedroom,Ajah,900000,3 Bedrooms3 Bathrooms4 Toilets Save, Sangotedo,3,3,4,
New House 2 Bedroom All Rooms Ensuite,Ajah,600000,2 Bedrooms2 Bathrooms3 Toilets Save, Ijoyi,2,2,3,
3 Bedroom Luxury Apartments With Bq,Ikoyi,8000000,3 Bedrooms3 Bathrooms4 Toilets200 sqm Total Area Save,lkoyi,3,3,4,
4 Bedroom Luxury Apartments With Bq,Ikoyi,9000000,4 Bedrooms4 Bathrooms5 Toilets200 sqm Covered Area Save,,4,4,5,
4 Bedroom Luxury Penthouse Apartment With Excellent Facilities,Ikoyi,18000000,4 Bedrooms4 Bathrooms5 Toilets2 Parking Spaces Save, Ikoyi,4,4,5,2
Luxury 3 Bedroom Penthouse With A Service Quarters,Eko Atlantic City,90000,3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save, Lagos,3,3,4,3
Spacious 1 Room Self Contained With Kitchen,Lekki,550000,1 Bedroom1 Bathroom1 Toilet Save, Lekki,1,1,1,
"A Newly Built 2 Bedrooms Apartment, Very Sharp With A Pop",Ajah,800000,2 Bedrooms3 Bathrooms3 Toilets3 Parking Spaces Save, Opposite Fort Oil Filling Station Badore Road,2,3,3,3
Luxury 3 Bedroom Flat With Excellent Features,Ikoyi,4500000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
Very Spacious And Well Maintained 3 Bedroom Apartment,Lekki,2500000,3 Bedrooms3 Bathrooms4 Toilets Save, Osapa,3,3,4,
A Decent Room Self Contained,Shomolu,300000,1 Bedroom1 Bathroom1 Toilet Save, Shomolu,1,1,1,
Studio Apartment,Lekki,14000000,1 Bedroom1 Bathroom1 Toilet4 Parking Spaces Save, Jakunde,1,1,1,4
"Brand New, Exquisite 3 Bedroom Flat With Bq",Victoria Island (VI),4000000,3 Bedrooms4 Bathrooms5 Toilets2 Parking Spaces Save, Lagos,3,4,5,2
Nice 3 Bedrooms Flat(6 Units),Victoria Island (VI),5000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Oniru,3,3,4,2
Nice 3 Bedrooms Flat With Bq In A Nice Estate,Lekki,1800000,3 Bedrooms3 Bathrooms Save, Lekki,3,3,  ,
3 Bedroom,Lekki,3500000,3 Bedrooms3 Bathrooms4 Toilets Save, Lekki,3,3,4,
Three Bedroom Flat Upstairs,Ajah,1300000,3 Bedrooms3 Bathrooms4 Toilets Save, Ajah,3,3,4,
Flats For Residence /office Building,Ado-Odo/Ota,300000,2 Bedrooms Save, Along Lagos-abeokuta Expressway,2, ,,
Serviced Miniflat,Lekki,1500000,1 Bedroom1 Bathroom1 Toilet Save, Lekki,1,1,1,
Beautifully Built 2 Bedroom Flat,Lekki,2000000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save, Ologolo,2,2,3,2
Luxurious 3 Bedroom Apartment,Eko Atlantic City,70000,3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save, Eko Atlantic City,3,3,4,3
Luxury 4 Bedroom Apartment With State-of-the-art Facilities,Ikoyi,20000000,4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save, Banana Island,4,4,5,3
Luxury 3 Bedroom Apartment With State-of-the-art Facilities,Ikoyi,15000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Old Ikoyi,3,3,4,2
3 Bedroom Flat,Lekki,1800000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Osapa,3,3,4,2
Well Furnished 2 Bedroom Flat,Ikorodu,180000,2 Bedrooms1 Bathroom1 Toilet4 Parking Spaces Save, Ade Dollars Street,2,1,1,4
Well Furnished 3 Bedroom Apartment,Victoria Island (VI),4500000,3 Bedrooms3 Bathrooms3 Toilets1 Parking Space Save, Victoria Island (VI),3,3,3,1
Mini Flat,Ikeja,350000,1 Bedroom1 Bathroom1 Toilet Save, Ogba,1,1,1,
Brand New 3 Bedroom Flat,Ikorodu,500000,3 Bedrooms4 Bathrooms4 Toilets Save, Ikorodu,3,4,4,
Well Finished 1 Bedroom Mini Flat,Lekki,1200000,1 Bedroom2 Bathrooms2 Toilets4 Parking Spaces Save, Lekki,1,2,2,4
Lovely 2 Bedroom Flat,Lekki,1700000,2 Bedrooms2 Bathrooms3 Toilets4 Parking Spaces Save, Chevron Drive,2,2,3,4
3 Bedrooms Flat,Lekki,2800000,3 Bedrooms3 Bathrooms4 Toilets Save, Chevron Drive,3,3,4,
Virgin Room And Parlour Self Contained,Ikorodu,100000,1 Bedroom1 Bathroom1 Toilet1 Parking Space Save, Igbogbo,1,1,1,1
Mini Flat,Lekki,900000,1 Bedroom1 Bathroom1 Toilet Save, Lekki,1,1,1,
4 Bedroom Smart And Luxury Waterfront Apartments,Victoria Island (VI),150000,4 Bedrooms4 Bathrooms4 Toilets Save, Lagos,4,4,4,
3 Bedroom Smart And Luxury Waterfront Apartments,Victoria Island (VI),80000,3 Bedrooms3 Bathrooms3 Toilets Save, Lagos,3,3,3,
Spacio Reus Mini Flat,Ajah,450000,1 Bedroom1 Bathroom2 Toilets2 Parking Spaces Save, Ajah,1,1,2,2
Luxury 2 Bedroom Ground Floor Flat,Lekki,1200000,2 Bedrooms2 Bathrooms2 Toilets2 Parking Spaces Save, Igbo Efon,2,2,2,2
Serviced And Furnished Room Self Contained In A Gated Street.,Ikeja,750000,1 Bedroom1 Bathroom1 Toilet Save, Ikeja,1,1,1,
3 Bedroom Flat With Bq,Victoria Island (VI),5000000,3 Bedrooms3 Bathrooms4 Toilets4 Parking Spaces Save, Victoria Island (VI),3,3,4,4
Lovely Room Self Contained,Ilupeju,300000,1 Bedroom1 Bathroom1 Toilet2 Parking Spaces Save, Palmgrove,1,1,1,2
Luxury 3 Bedroom Luxury Apartment,Ikoyi,13000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Old Ikoyi,3,3,4,2
Newly Built 2 Bedroom Service Flat,Lekki,1800000,2 Bedrooms2 Bathrooms3 Toilets Save, Chevron Drive,2,2,3,
3 Bedroom Flat,Victoria Island (VI),3000000,3 Bedrooms3 Bathrooms4 Toilets Save, Victoria Island (VI),3,3,4,
3 Bedroom Flat,Ikoyi,7000000,3 Bedrooms3 Bathrooms3 Toilets Save, Ikoyi,3,3,3,
3 Bedroom Flat,Ikoyi,10000000,3 Bedrooms3 Bathrooms3 Toilets Save, Ikoyi,3,3,3,
3-bedroom Flat (ground Floor),Victoria Island (VI),40000,3 Bedrooms3 Bathrooms3 Toilets Save, Victoria Island (VI),3,3,3,
3-bedroom Flat (1st Floor),Victoria Island (VI),45000,3 Bedrooms3 Bathrooms3 Toilets Save, Victoria Island (VI),3,3,3,
3 Bedroom Flat (2nd Floor),Victoria Island (VI),50000,3 Bedrooms3 Bathrooms3 Toilets Save, Victoria Island (VI),3,3,3,
4 Bedroom Apartment,Victoria Island (VI),60000,4 Bedrooms4 Bathrooms4 Toilets Save, Victoria Island (VI),4,4,4,
3 Bedroom Luxury Apartments,Ikoyi,80000,3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save, Ikoyi,3,3,4,3
3 Bedroom Flat,Lekki,2200000,3 Bedrooms3 Bathrooms4 Toilets Save, Lekki,3,3,4,
Brand New 3 Bedroom Flat,Lekki,2000000,3 Bedrooms3 Bathrooms4 Toilets Save, Lekki,3,3,4,
Luxurious 2 Bedroom Flat,Lekki,2000000,2 Bedrooms2 Bathrooms3 Toilets15 Parking Spaces Save, Lekki Phase 1,2,2,3,15
2 Bedroom Luxury Apartments With Excellent Facilities,Ikoyi,12000000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save, Ikoyi,2,2,3,2
Standard 3 Bedroom Flat,Lekki,1200000,3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save, Lekki,3,3,4,3
2 Bedroom Flat,Lekki,1200000,2 Bedrooms2 Bathrooms3 Toilets Save, Lagos,2,2,3,
4 Bedroom Flats,Victoria Island (VI),18000000,4 Bedrooms4 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island (VI),4,4,4,2
3 Bedroom Flats,Victoria Island (VI),15000000,3 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save, Victoria Island (VI),3,3,3,2
3 Bedroom Flat,Ikoyi,11000000,3 Bedrooms3 Bathrooms3 Toilets Save, Ikoyi,3,3,3,
4 Bedroom Terrace,Ikoyi,13000000,4 Bedrooms4 Bathrooms4 Toilets Save, Ikoyi,4,4,4,
Brand New 14 Units 3 Bedroom,Victoria Island (VI),6000000,3 Bedrooms3 Bathrooms3 Toilets Save, Lagos,3,3,3,
3 Bedroom Flats,Victoria Island (VI),10500000,3 Bedrooms3 Bathrooms3 Toilets Save, Lagos,3,3,3,
Luxury 3 Bedroom Terraced Duplex,Victoria Island (VI),12000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island (VI),3,3,4,2
2 Bedrooms Flat,Agege,350000,2 Bedrooms2 Bathrooms3 Toilets Save, Iju-Ishaga,2,2,3,
Nice And Standard Self Contained,Lekki,350000,  Save, Lekki,,,,
3 Bedroom Flat,Lekki,2200000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Osapa,3,3,4,2
Tastefully Finished 3 Bedroom Flat (upstairs),Ajah,1400000,3 Bedrooms3 Bathrooms4 Toilets Save, Sangotedo,3,3,4,
Spacious Mini Flat,Lekki,650000,1 Bedroom1 Bathroom1 Toilet Save, Lekki,1,1,1,
3 Bedroom Luxury Apartments With Excellent Facillities,Ikoyi,15000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
3 Bedroom Apartment,Lekki,1800000,3 Bedrooms3 Bathrooms4 Toilets Save, Lekki,3,3,4,
3bedroom Flat,Ojodu,1500000,3 Bedrooms3 Bathrooms3 Toilets9 Parking Spaces Save, Ojodu,3,3,3,9
Tastefully Finished 3 Bedroom Luxury Apartments With Maid Room,Ikoyi,10000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
8 (nos) 3 Bedroom Flats Serviced With Swimming Pool,Ikoyi,7000000,3 Bedrooms3 Bathrooms4 Toilets4 Parking Spaces Save, Ikoyi,3,3,4,4
8 (nos) 4 Bedroom Flats Serviced With Swimming Pool,Ikoyi,8000000,4 Bedrooms4 Bathrooms5 Toilets4 Parking Spaces Save, Ikoyi,4,4,5,4
Luxury 3bedroom Flat + Bq,Lekki,3500000,3 Bedrooms2 Bathrooms3 Toilets3 Parking Spaces Save, At&d Court,3,2,3,3
Luxury 2bedroom Flat,Ajah,700000,2 Bedrooms2 Bathrooms3 Toilets9 Parking Spaces Save, Olokonla,2,2,3,9
Mini Flat,Lekki,1300000,1 Bedroom1 Bathroom1 Toilet Save, Lekki,1,1,1,
12 Units Of 4 Bedroom Luxury Maisonette With A Room Bq Each,Ikoyi,10000000,4 Bedrooms4 Bathrooms5 Toilets2 Parking Spaces Save, Banana Island,4,4,5,2
A Premium Four (4) Bedroom Pent House With Two (2) Rooms Boys Quarters,Victoria Island (VI),25000000,4 Bedrooms4 Bathrooms5 Toilets2 Parking Spaces Save, Victoria Island (VI),4,4,5,2
"3 Bedroom Luxury Apartments With Gourmet Kitchen ,large Living Room.",Ikoyi,7000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Ikoyi,3,3,4,2
Brand New Service 3 Bedroom Flat,Lekki,3000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Lekki Phase 1 Lagos.,3,3,4,2
3 Bedroom Flat With Bq,Ikoyi,10000000,3 Bedrooms3 Bathrooms4 Toilets Save, Ikoyi,3,3,4,
8 Units 2-bedroom Flats,Isolo,600000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save, Canoe,2,2,3,2
3 Bedroom Luxury Apartments,Ikoyi,10000000,3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save, Ikoyi,3,3,4,3
Four Bedroom Flat With Bq,Ikoyi,10000000,3 Bedrooms3 Bathrooms4 Toilets Save, Ikoyi,3,3,4,
Luxury 2 Bedroom Flat With Big Modern Kitchen,Victoria Island (VI),3000000,2 Bedrooms3 Bathrooms3 Toilets15 Parking Spaces Save, Oniru,2,3,3,15
Luxury 3 Bedroom Flat With Massive 180 Degrees Beach View,Victoria Island (VI),18500000,4 Bedrooms4 Bathrooms4 Toilets50 Parking Spaces Save, Victoria Island Extension,4,4,4,50
Luxury 3 Bedroom Apartment,Ikeja,3500000,3 Bedrooms4 Bathrooms5 Toilets2 Parking Spaces Save, Adeniyi Jones,3,4,5,2
Fully Serviced 3 Bedroom Flat With Bq,Lekki,3000000,3 Bedrooms3 Bathrooms4 Toilets5 Parking Spaces Save, Ikate Elegushi,3,3,4,5
Nice And Standard Self Contained,Lekki,700000,1 Bedroom Save, Lekki,1, ,,
Nice And Standard Self Contained,Lekki,900000,1 Bedroom Save, Lekki,1, ,,
Fully Serviced 2 Bedroom Flat,Lekki,2000000,2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save,chevron,2,2,3,2
Brand New 3 Bedroom Flat,Ikeja,1500000,3 Bedrooms3 Bathrooms4 Toilets5 Parking Spaces Save, Ogba,3,3,4,5
Decent Mini Flat,Shomolu,500000,1 Bedroom1 Bathroom2 Toilets1 Parking Space Save, Palmgrove Bus Stop,1,1,2,1
"A Luxury 4 Bedrooms Flat + 1 Room Bq, Pool, Gym Etc",Ikoyi,23000000,4 Bedrooms5 Bathrooms5 Toilets4 Parking Spaces Save, Banana Island,4,5,5,4
Furnished & Serviced Three Bedroom Flat With Bq,Victoria Island (VI),4500000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Oniru,3,3,4,2
2 Bedroom Flat,Lekki,2000000,2 Bedrooms2 Bathrooms3 Toilets Save, Lekki,2,2,3,
Fully Serviced 2 Bedroom Flat,Lekki,2300000,2 Bedrooms2 Bathrooms3 Toilets5 Parking Spaces Save, Ikate Elegushi,2,2,3,5
2 Bedroom Flat,Lekki,1500000,2 Bedrooms2 Bathrooms2 Toilets Save, Lekki,2,2,2,
Nice And Standard Renovated Self Contained,Lekki,500000,  Save, Before Chevron,,,,
3 Bedroom Luxury Flat,Ikoyi,10000000,3 Bedrooms Save, Ikoyi,3, ,,
3 Bedroom Flat,Lekki,2500000,3 Bedrooms3 Bathrooms4 Toilets Save, Lekki,3,3,4,
Simple And Spacious Miniflat,Lekki,650000,1 Bedroom1 Bathroom1 Toilet Save, Lekki,1,1,1,
Beautifully Built 1 Bedroom Mini Flat,Ajah,650000,1 Bedroom1 Bathroom2 Toilets4 Parking Spaces Save, Ado,1,1,2,4
Furnished 3 Bedroom Flat,Ikoyi,10000000,3 Bedrooms3 Bathrooms4 Toilets Save, Lagos,3,3,4,
2 Bedroom Flat Tiled & Ensuite Inside An Estate,Agege,450000,2 Bedrooms2 Bathrooms3 Toilets Save, Fagba,2,2,3,
Nice And Standard Self Con,Lekki,550000,  Save, Lekki Expressway,,,,
Brand New Luxury 3 Bedrooms Apartment With B/q,Victoria Island (VI),6000000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Victoria Island Extension,3,3,4,2
3 Bedroom Flat,Lekki,2600000,3 Bedrooms3 Bathrooms4 Toilets Save, Lekki,3,3,4,
3 Bedroom Penthouse With A Bq,Lekki,4000000,3 Bedrooms3 Bathrooms4 Toilets Save, Lekki,3,3,4,
Luxury 2 Bedroom Flat,Victoria Island (VI),3000000,2 Bedrooms2 Bathrooms2 Toilets10 Parking Spaces Save, Oniru,2,2,2,10
A Lovely And Nice Newly Built 3bedroom Flat All Rooms Ensuite,Yaba,1200000,3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save, Costain,3,3,4,2
Clean 3bedroom Flat,Ijaiye,350000,3 Bedrooms3 Bathrooms3 Toilets9 Parking Spaces Save, Kola Alagbado,3,3,3,9
